Note: Component loadings for Components 1 and 2 after varimax rotation,,
Gene,Component 1,Component 2
RPS8,-0.433,-0.538
RPS7,-0.141,0.054
APOL2,-0.897,-0.019
APOL1,-0.734,-0.158
SYTL4,0.852,0.009
SYTL5,0.367,-0.767
SYTL2,0.158,-0.723
SYTL3,0.242,-0.422
APOL6,0.363,-0.31
SYTL1,0.654,-0.31
GLRA3,0.429,-0.673
GLRA2,0.575,-0.698
ARHGAP11B,-0.469,0.421
STS,-0.451,0.786
ACTA1,0.519,-0.467
ERLIN2,0.142,-0.367
ERLIN1,0.253,-0.412
FOSB,-0.499,0.511
TRMT61B,-0.861,0.284
FAM167B,-0.064,0.263
FAM167A,0.138,-0.619
SQLE,0.198,-0.836
STH,-0.71,0.118
SRGAP3,-0.331,0.413
SRGAP1,0.587,-0.384
LRRIQ1,0.179,-0.445
TBC1D8,-0.661,0.19
ITM2C,-0.314,-0.781
C6orf26,0.268,-0.75
ITM2A,-0.791,0.427
MPV17L2,0.382,-0.601
FAM166A,0.46,-0.297
TBC1D4,-0.863,0.274
TBC1D1,-0.747,0.212
DNM3,-0.815,-0.267
ACTC1,0.318,-0.602
AC016757.1,-0.343,0.314
SLCO1C1,0.537,-0.61
DND1,-0.731,-0.12
RPN2,0.401,-0.092
ACTN4,-0.51,0.485
TAZ,-0.837,-0.113
ACTN1,0.129,-0.177
ACTN2,0.143,-0.317
GRHL2,-0.25,0.854
SCCPDH,-0.426,-0.808
SPDEF,-0.242,-0.273
APOC1,0.294,-0.569
FLJ44635,-0.461,-0.676
RPL7,-0.515,-0.649
APOC4,0.673,-0.281
TEK,-0.073,-0.762
TEF,-0.09,-0.21
ADAM32,-0.668,0.019
RPL4,-0.551,-0.48
ADAM28,0.033,-0.794
LOC100130811,0.392,0.672
ADAM23,-0.261,0.636
EFEMP2,0.417,-0.785
EFEMP1,0.648,-0.486
SMEK2,-0.459,0.166
ARID3B,-0.357,0.507
SMEK1,-0.859,0.12
WHSC2,-0.681,0.392
DNA2,-0.653,0.42
TDH,-0.145,0.329
TDG,-0.83,0.12
ADAM22,-0.37,0.756
FTH1P14,0.311,0.548
RPRM,0.418,0.041
RPS2,0.356,-0.647
AC099797.1,-0.773,0.229
ARID5B,-0.774,0.369
ARID5A,0.099,-0.123
FTH1P20,0.105,-0.754
MAN1A1,0.634,-0.598
ISCA2,-0.373,-0.834
CKS1BP6,-0.517,-0.738
TUBB7P,0.446,-0.72
INPP4B,-0.065,-0.032
RP11-529I10.1,0.134,-0.916
NAALADL1,-0.195,0.213
INPP5K,-0.316,-0.841
DLSTP,-0.161,0.227
INPP5J,-0.574,-0.055
TOR1B,-0.194,-0.641
INPP5F,-0.339,0.628
INPP5E,-0.821,-0.37
INPP5A,-0.573,0.554
MAN1C1,-0.844,-0.132
RABL2A,-0.842,-0.241
PDLIM7,0.378,0.091
PDLIM5,0.373,-0.737
PDLIM3,0.405,-0.647
PDLIM2,-0.566,-0.097
SHF,-0.02,-0.756
RP11-65D13.1,0.466,-0.549
SHD,-0.611,0.603
PRRT2,-0.367,0.407
RAVER2,0.533,-0.649
PRRT3,-0.474,0.522
RAPGEF6,-0.904,-0.119
RAPGEF5,-0.725,-0.104
RAPGEF4,0.465,-0.721
RAPGEF2,-0.544,-0.076
RAPGEF1,-0.098,-0.774
TBC1D9B,-0.668,-0.609
CLRN3,0.311,-0.33
LYRM2,0.542,-0.784
LYRM1,-0.305,-0.864
CAPNS2,0.24,-0.418
CIZ1,-0.129,0.342
LYRM5,-0.374,-0.751
HKDC1,0.39,-0.751
LYRM4,-0.34,-0.581
CEP152,-0.702,0.593
GAPVD1,-0.859,-0.107
HEPACAM,0.44,-0.469
BHMT,-0.117,-0.622
GTF2IRD2P1,-0.059,-0.501
CRELD2,-0.422,-0.828
TRHR,0.811,-0.044
ASAP2,-0.765,0.049
RP11-155G14.1,-0.477,0.201
DMWD,0.534,-0.641
ASB14,-0.267,0.589
ASAP3,0.091,-0.129
ASB13,-0.751,0.598
SERINC1,-0.46,-0.833
LGALS3,0.166,-0.658
RGPD1,-0.852,0.198
LGALS1,0.232,-0.015
RGPD4,-0.686,0.477
LGALS2,0.472,-0.484
SRA1,-0.802,-0.461
LGALS8,-0.119,0.281
TRIL,0.496,-0.532
LGALS9,0.433,-0.008
AC068580.3,-0.383,-0.331
RSPH10B,0.281,-0.168
WBP1,0.236,-0.769
WBP2,-0.544,-0.595
ACTR3,-0.461,-0.705
ACTR5,-0.35,0.133
DMRTC1B,0.505,-0.587
SNAPC5,-0.093,-0.765
CEP110,-0.508,0.35
SF1,-0.465,-0.215
ADAM17,-0.714,-0.397
ADAM15,-0.127,0.482
USP3,-0.639,-0.229
USP2,-0.37,0.189
USP5,0.241,-0.466
ABTB2,-0.447,0.589
ABTB1,-0.741,-0.125
LIX1,0.435,-0.698
SLC19A3,0.363,0.533
RP11-431H16.2,0.33,-0.707
SLC19A1,0.689,-0.349
SLC19A2,-0.75,0.41
SET,-0.39,-0.375
LANCL2,0.124,-0.813
LANCL3,-0.075,0.536
NPFFR2,0.309,-0.353
CLVS2,-0.087,0.786
TRMU,-0.675,-0.183
CEP135,-0.647,0.497
AP003108.2,0.158,-0.84
GPRIN1,0.544,-0.622
CRABP1,-0.423,0.739
GPRIN3,0.312,0.274
GPRIN2,0.744,-0.409
TBC1D19,-0.778,0.373
TBC1D16,-0.583,0.205
TBC1D14,-0.123,-0.837
TBC1D13,-0.254,-0.464
SPR,0.185,-0.214
USP1,-0.785,0.019
TNFRSF14,0.046,-0.615
PKD2L1,0.34,-0.252
PKD2L2,-0.333,0.541
MYNN,-0.852,0.027
KALRN,-0.349,0.42
SRI,0.478,-0.19
MYL6,0.422,-0.561
MYL7,0.576,0.079
SNAP91,-0.062,0.733
MYL5,0.777,0
SRM,0.306,-0.825
ONECUT1,0.701,-0.307
MYL3,-0.369,-0.354
ONECUT3,-0.003,0.598
SRL,-0.677,0.609
ONECUT2,-0.631,0.248
SRC,-0.268,-0.209
AC073343.8,-0.763,0.051
SRR,0.26,-0.745
C8orf31,0.006,0.683
C8orf34,0.402,-0.235
C8orf33,-0.275,-0.543
TBC1D30,-0.66,0.538
C8orf46,0.218,-0.857
C8orf47,-0.682,0.534
TBC1D24,-0.053,-0.788
TBC1D28,0.689,-0.159
TBC1D26,0.654,-0.428
C8orf44,-0.392,-0.616
GPATCH1,-0.48,0.092
GPATCH4,-0.311,-0.625
GUK1,0.47,-0.681
ST5,0.385,-0.852
SST,0.822,-0.418
GPATCH8,-0.824,0.19
MYLK,-0.551,0.027
PRRX1,0.253,-0.081
PRRX2,0.182,-0.276
SLA,0.609,-0.713
GARNL3,-0.571,-0.496
SLN,0.666,-0.58
C8orf56,-0.573,-0.636
GARNL1,-0.831,0.207
ESAM,-0.769,-0.162
BTNL9,0.515,-0.323
CYP11A1,0.523,-0.263
CILP,-0.588,-0.296
BTNL2,0.131,0.58
ALDH7A1,0.506,-0.513
GLRX3,-0.676,-0.168
TNFRSF21,-0.117,-0.254
TNFRSF25,-0.653,0.542
LINS,-0.799,-0.006
GLRX2,-0.393,0.501
TNFRSF1A,-0.041,-0.669
SNN,-0.328,-0.641
POU3F2,-0.253,0.745
POU3F1,-0.202,0.433
MYOF,-0.313,-0.38
ICA1,-0.729,0.537
FRMPD2,0.708,-0.418
FRMPD1,0.088,0.547
C8orf86,0.579,-0.346
C8orf82,-0.115,-0.593
LIPG,0.393,-0.375
SP5,0.431,-0.832
LIPH,0.412,-0.57
LIPI,-0.07,0.763
SP8,0.297,-0.508
LIPC,-0.079,-0.554
SP9,-0.592,0.371
VKORC1L1,-0.145,-0.868
MED24,-0.311,-0.773
MED22,-0.812,-0.422
MED21,-0.339,0.493
MED20,0.158,0.28
EPC2,-0.822,0.15
ISG15,0.76,-0.123
LIG1,-0.36,-0.719
MYH2,0.003,0.584
MED11,-0.761,0.148
MYH7,0.257,-0.827
TOX4,-0.253,-0.53
TOX3,0.581,-0.621
MED10,-0.109,-0.79
MED19,0.263,-0.494
MED16,0.269,-0.76
MED17,-0.795,-0.275
FAM132A,0.676,0.237
SLC29A1,-0.481,0.447
SLC29A3,0.264,-0.268
C17orf89,0.231,-0.864
UBASH3B,-0.327,0.207
SLC29A4,0.698,-0.197
C17orf82,-0.019,0.143
GOLGA6L5,-0.776,-0.259
RGS9BP,0.163,-0.268
FAM131B,-0.573,0.607
FAM131A,-0.027,-0.811
C17orf96,0.043,-0.757
AL359392.2,-0.362,0.325
C10orf11,0.184,-0.783
C10orf10,-0.456,-0.38
SPEM1,0.192,0.086
NISCH,-0.154,-0.882
SRPX,0.035,-0.369
SRPR,-0.803,-0.236
IL13RA1,-0.085,-0.652
IL13RA2,0.287,-0.834
RP11-143E21.7,0.167,0.555
DOK1,0.245,-0.829
DOK3,-0.083,0.335
DOK4,-0.031,-0.892
PPEF1,0.656,-0.592
DOK6,0.373,-0.867
DOK7,-0.162,-0.142
SRP9,-0.498,-0.75
DEGS2,0.077,0.482
ZMYND12,0.253,-0.697
TMEM90A,0.206,-0.506
LIN9,-0.532,0.522
ZMYND10,0.335,-0.609
ABI2,-0.141,-0.449
ABI1,-0.045,-0.855
LOC100290146,0.262,0.716
PHLDA3,-0.592,-0.422
PHLDA2,0.111,0.093
SRRD,0.342,-0.783
POLDIP2,-0.574,0.307
RP5-1187M17.1,-0.537,0.337
PHLDB2,-0.534,0.357
ZMYND15,0.745,0.027
CMAS,0.25,-0.851
CMAH,-0.245,0.187
STIM2,-0.497,0.474
STIM1,0.136,-0.443
RMI1,-0.792,0.374
TMEM106C,0.215,-0.904
TFAP2D,0.257,-0.09
TFAP2C,-0.201,0.052
TFAP2E,-0.615,-0.067
SLCO2A1,0.086,0.039
TASP1,-0.605,0.074
TEAD4,-0.602,0.486
LIAS,-0.733,0.336
SYT10,0.592,-0.162
SYT12,-0.49,0.62
TEAD1,0.313,-0.393
GLOD4,0.228,-0.79
TPBG,-0.185,0.157
P4HTM,-0.835,0.118
SYT13,0.411,0.248
SYT15,-0.681,-0.057
SYT17,0.69,-0.664
C17orf63,0.16,0.835
IER2,-0.833,0.195
C17orf61,0.308,-0.815
C9orf24,-0.537,-0.407
C9orf23,-0.136,-0.094
DDX11L5,-0.816,0.213
C17orf67,-0.385,-0.807
SKAP2,0.359,-0.769
SKAP1,0.246,-0.123
AC017096.1,-0.231,0.075
MAN2B2,-0.319,-0.755
C17orf72,0.503,-0.474
EPN3,-0.689,0.379
C17orf79,0.168,-0.758
C17orf75,-0.81,0.404
FHOD3,0.099,-0.722
SPEF2,-0.797,-0.335
WIZ,0.438,-0.523
PMEPA1,-0.64,0.491
FHOD1,0.329,-0.274
AC068658.1,0.393,0.064
LOC100294469,-0.057,-0.016
TRDMT1,-0.53,0.25
C9orf11,-0.285,0.145
C17orf51,0.226,-0.449
PRPH2,-0.101,-0.687
RPL29P2,0.11,-0.728
DENND4C,-0.808,-0.069
DENND4A,-0.757,0.172
DENND4B,-0.873,-0.308
C9orf16,0.731,-0.009
UTS2,0.423,-0.111
UTRN,-0.565,0.331
AC139768.2,-0.106,0.462
IFNE,-0.431,0.713
C9orf72,-0.763,0.366
GGTLA3,-0.053,0.451
RND2,-0.819,-0.129
RND3,-0.216,-0.725
RND1,-0.619,0.205
ABT1,-0.741,-0.295
C9orf61,0.435,-0.663
EPS8L1,0.614,-0.179
VIT,0.678,-0.322
PEX5L,-0.18,0.24
LHX2,-0.039,-0.701
LHX6,0.043,-0.649
LHX8,0.561,-0.216
LHX9,0.171,0.741
ZBTB47,-0.728,-0.175
ZBTB40,-0.63,0.274
ZBTB44,-0.186,-0.454
ZBTB43,-0.609,0.478
AC021850.1,0.275,-0.015
RNF7,0.213,-0.864
RNF5,-0.494,-0.816
C9orf41,-0.452,0.083
GRK5,-0.593,-0.474
C9orf45,-0.519,0.576
ZBTB33,-0.842,-0.217
ZBTB34,-0.866,0.18
TOLLIP,-0.499,-0.706
MPEG1,0.57,-0.468
ZBTB38,-0.889,0.274
ANKRD20A13P,-0.842,-0.267
C4ORF38,0.142,0.594
C4ORF39,-0.147,-0.128
NEURL1B,0.517,-0.436
GOLGA3,-0.184,-0.578
ZBTB26,-0.173,0.577
GRM1,0.622,-0.6
ZBTB25,-0.652,0.234
GRM5,0.465,-0.138
GRM4,-0.158,0.347
GRM3,0.24,-0.553
GRM2,0.577,-0.092
GRM8,0.308,0.14
GRM7,0.211,0.084
GRM6,0.537,0.155
LOC100294403,-0.083,0.631
ZBTB11,-0.63,0.191
ARL17P1,-0.388,-0.208
CETN3,-0.18,-0.818
CETN2,0.039,-0.917
ZBTB16,-0.704,0.318
METT11D1,-0.771,-0.133
C9orf97,-0.799,0.091
C9orf96,-0.579,0.22
PEX19,-0.31,-0.854
C9orf98,-0.306,-0.752
PEX14,-0.659,-0.509
WHAMML1,-0.78,0.136
C9orf93,-0.285,-0.597
C9orf91,-0.567,0.468
GABARAP,-0.06,-0.826
C9orf89,-0.541,-0.409
C9orf80,-0.899,-0.026
C9orf82,-0.772,0.044
GOLGB1,-0.278,-0.834
CLPB,0.608,-0.245
ILDR2,0.494,0.502
VIPR2,-0.604,0.605
HAR1A,-0.021,0.597
CLP1,-0.668,-0.287
GLP2R,0.135,-0.736
DISC1,0.337,-0.693
ALDH6A1,0.369,-0.56
ATBF1,0.427,-0.334
CLPS,0.663,-0.014
CLPP,0.54,-0.511
TNFAIP8L2,0.5,-0.396
TNFAIP8L3,0.203,-0.092
TNFAIP8L1,0.229,-0.734
CCDC19,0.451,-0.256
SSH1,-0.626,-0.024
GRB2,-0.321,-0.739
SSH3,-0.428,0.483
ITGB4,0.469,-0.251
ITGB2,-0.716,-0.326
ZMYND8,-0.621,0.06
LIN28B,-0.644,0.207
ITGB1,-0.75,0.14
ITGAM,0.463,-0.275
ITGB8,0.507,-0.472
ITGB7,0.349,-0.628
CCDC25,-0.744,-0.298
CCDC24,0.336,-0.714
ITGA4,-0.343,0.005
LHPP,0.133,-0.208
C10orf2,-0.854,0.026
ITGA6,-0.038,-0.202
ITGA8,0.022,-0.491
ITGA7,-0.081,-0.065
IFI6,-0.12,-0.51
CCDC37,0.631,-0.262
CCDC39,-0.55,0.635
FAM133A,-0.36,-0.638
CCDC40,-0.741,0.058
FAM133B,-0.808,0.014
CCDC41,0.402,-0.591
ANO10,0.464,-0.173
FAM58BP,-0.599,-0.649
CCDC47,-0.762,0.274
CCDC46,-0.5,-0.162
PROSC,0.532,-0.319
SEZ6L,0.346,-0.26
RPL6P10,-0.412,-0.364
FAM134B,-0.457,-0.616
FAM134A,-0.696,-0.587
LOC150166,-0.825,-0.101
LL22NC03-80A10.2,-0.67,0.339
CCDC52,0.025,-0.86
CCDC53,-0.269,-0.787
PROS1,0.135,-0.502
ZBTB8B,0.736,-0.203
RPS3AP47,-0.135,-0.856
MSX2P1,0.646,-0.306
FAM136A,-0.285,-0.524
CCDC57,-0.539,0.63
CCDC56,-0.197,-0.885
CCDC58,-0.789,0.369
CCDC65,-0.124,0.495
FAM135B,-0.514,0.177
ACAN,-0.566,0.582
TMEM87B,0.317,0.117
ZBTB7B,-0.658,-0.227
ZBTB7A,-0.353,0.621
CCDC69,-0.342,0.379
CCDC68,0.283,-0.552
CCDC77,0.005,-0.604
VWF,-0.509,0.415
GSPT2,0.028,-0.678
TMEM86B,-0.563,0.672
TMEM86A,0.564,-0.365
ZBTB8A,-0.428,0.309
HGSNAT,0.356,-0.255
FLYWCH1,-0.907,-0.16
FLYWCH2,-0.582,0
RP11-403C10.2,-0.817,0.504
CCDC148,0.555,-0.661
CCDC146,-0.914,-0.081
CCDC147,-0.157,-0.469
CLK3,-0.863,-0.212
CLK4,-0.841,0.045
LOC100290065,-0.777,-0.444
ITFG2,-0.719,0.327
ITFG1,0.095,-0.468
CGRRF1,-0.565,-0.11
CCDC136,-0.566,0.631
CCDC138,-0.545,0.362
ST20,0.267,-0.218
MIR133A1,-0.308,0.46
CCDC130,-0.779,0.268
AAAS,-0.829,-0.379
LOC100287590,0.646,-0.047
PRMT10,-0.8,-0.073
ST18,-0.586,-0.37
CCDC96,-0.762,-0.473
TPPP3,-0.024,-0.638
CCDC99,0.022,0.106
CCDC92,-0.595,-0.017
CCDC91,-0.655,0.157
MANSC1,-0.492,0.184
HCRTR1,0.124,0.82
CCDC89,-0.649,0.439
CCDC84,-0.86,-0.2
SPTSSB,-0.567,0.744
CCDC80,0.36,-0.119
CCDC154,-0.054,0.592
TNNI3,0.863,-0.132
CCDC157,0.342,0.519
CLGN,-0.881,0.173
CCDC152,-0.769,-0.153
CCDC151,-0.248,-0.088
ZNF385D,-0.279,0.74
ZNF385B,-0.715,0.558
ZNF385A,-0.111,0.795
CCDC78,-0.316,0.483
GAS2L3,0.277,-0.526
DPP3,-0.083,-0.218
LOC100287566,0.118,-0.778
P4HA2,0.2,-0.709
DYNLL1,0.413,-0.806
SPG20,-0.899,-0.239
DPP8,-0.951,-0.015
LOC100290023,-0.415,-0.671
DPP6,-0.21,0.33
DPP7,-0.729,-0.454
DPP4,-0.64,0.577
TPX2,0.349,-0.437
MAPK1IP1L,-0.021,-0.866
MXD1,-0.658,0.327
RP4-800G7.1,-0.416,0.143
MXD4,-0.656,-0.13
CLN6,-0.281,0.271
REPS1,-0.774,0.155
MYOM2,0.122,-0.529
MYOM1,0.165,-0.638
FADS1,0.183,-0.566
CYP4F29P,-0.667,-0.534
FADS3,0.246,-0.799
FADS2,0.487,-0.528
PDZRN4,-0.09,0.016
PDZRN3,-0.466,0.078
FADS6,-0.396,0.234
KANK4,-0.075,0.513
GAS2L2,0.126,0.471
GFRA1,0.053,0.4
DPM3,-0.361,0.306
SSR4,0.358,-0.661
GFRA2,-0.168,0.756
SSR3,-0.271,-0.442
STK33,-0.04,-0.306
TNNC2,-0.795,0.111
TNNC1,0.785,-0.09
STK36,-0.854,-0.211
KANK1,0.135,-0.592
MTHFD1L,-0.106,-0.924
VCL,-0.659,-0.59
AC093283.3,0.426,-0.774
LOC100287525,0.179,-0.676
AAK1,0.053,0.806
STK39,-0.542,-0.476
RNLS,-0.461,0.429
NUDT2,0.301,-0.73
CHAC2,0.301,-0.468
STK25,0.047,-0.89
CHAC1,-0.404,-0.289
NUDT3,0.547,-0.208
STK24,-0.012,0.278
DIS3L,-0.178,-0.775
PODXL2,0.275,0.146
C16orf14,-0.327,-0.12
STK11,-0.449,0.168
STK10,0.011,-0.378
C16orf48,-0.604,-0.106
VDR,0.835,-0.139
C16orf45,-0.655,0.474
TCERG1,-0.769,0.211
OVOL2,0.537,-0.323
C16orf42,0.019,-0.825
AL589182.2,-0.093,-0.876
C16orf28,-0.007,0.484
FEZF1,-0.138,0.014
FEZF2,0.464,-0.263
ST7L,-0.462,0.057
VCX,-0.464,0.512
DPH5,0.085,-0.904
UCHL1,0.274,-0.839
DPH3,-0.79,-0.118
VGF,-0.221,-0.295
ZFYVE21,-0.152,-0.729
AKR1C3,0.058,-0.732
CCDC103,0.201,-0.842
AKR1C4,0.438,-0.255
ZFYVE19,-0.666,-0.072
AKR1C1,-0.184,-0.743
LPIN3,-0.53,0.319
TARBP2,-0.692,-0.296
ZFYVE27,-0.315,0.664
ZFYVE28,-0.868,0.235
UCHL5,-0.636,0.58
UCHL3,0.125,-0.897
ACVR1,-0.655,0.069
VIP,0.314,0.087
DPF3,0.091,0.235
VIM,0.256,-0.641
TSPYL5,-0.371,0.531
DPF1,0.705,-0.269
TSC22D1,-0.452,0.667
TSPYL1,-0.844,-0.081
TSC22D3,-0.776,-0.306
CCDC123,0.051,-0.577
TSC22D2,-0.654,-0.318
TSPYL2,-0.322,-0.133
NUDT8,-0.294,0.352
CCDC126,-0.863,0.037
PAFAH1B3,0.601,-0.465
HMGXB3,-0.452,0.456
FTHL16,0.032,-0.874
MTHFD2L,-0.73,-0.003
BOLA3,-0.783,-0.23
VHL,0.378,-0.054
BOLA2,0.69,-0.248
RCAN1,-0.449,0.479
RCAN2,-0.601,0.459
IDNK,-0.049,-0.918
CCDC112,0.12,-0.797
CCDC110,0.334,-0.418
LYPD1,0.761,-0.361
LYPD6,-0.298,-0.508
STAR,-0.489,-0.323
LYPD5,-0.559,0.561
TPK1,-0.062,-0.026
STAC,0.076,0.09
N4BP2L1,-0.527,0.316
MRPL37,0.709,-0.384
MRPL39,-0.748,0.138
MRPL33,-0.645,0.545
MRPL34,-0.883,-0.033
MRPL52,0.371,0.037
MRPL51,-0.526,-0.806
STC2,-0.381,0.427
AARS,-0.746,-0.093
NKX2-8,0.087,0.656
MRPL49,0.595,-0.571
MRPL47,-0.655,-0.047
MRPL48,-0.749,-0.324
MRPL44,0.616,0.081
LOC339524,0.478,-0.725
DENND2A,0.269,-0.663
DENND2D,-0.027,0.044
DENND2C,0.203,-0.416
TPI1,0.225,-0.479
ZMPSTE24,-0.599,-0.11
NKX2-3,0.501,0.342
DENND1A,0.41,-0.331
EPRS,-0.707,-0.486
MYOZ1,0.397,-0.255
MYOZ3,-0.346,0.144
DENND1C,0.638,-0.209
DENND1B,-0.931,-0.08
WASF3,-0.578,-0.655
TSEN2,-0.81,0.347
FREQ,-0.165,-0.272
ROD1,0.069,-0.338
SIAH2,-0.774,0.175
TOP3B,-0.344,0.217
TPH2,0.54,-0.198
AASS,0.219,-0.388
MRPL20,-0.3,-0.865
MRPL13,-0.482,-0.695
MRPL12,-0.554,-0.156
MRPL15,-0.594,0.083
MRPL16,-0.864,0.048
AATF,-0.437,-0.571
AC092329.2,-0.592,0.188
MRPL23,0.651,-0.444
MRPL21,0.043,-0.008
MRPL28,0.549,-0.523
MRPL27,-0.548,-0.068
LURAP1L,-0.776,0.022
CLYBL,0.058,-0.606
STARD5,-0.234,0.859
DIRC2,0.285,-0.328
STARD4,-0.074,0.458
STARD9,-0.909,0.098
TPT1,-0.28,-0.365
C10orf28,-0.058,-0.301
PCDHGA12,0.692,0.108
SPARCL1,-0.741,0.035
STK3,-0.208,0.241
TPTE,-0.157,0.253
TNNT2,-0.09,0.138
TNNT3,0.569,0.333
TNNT1,0.73,-0.545
C10orf32,0.046,-0.847
PRPS2,-0.646,0.235
PRPS1,-0.447,-0.823
ZFAND6,-0.11,-0.011
ZFAND3,0.252,-0.707
PPP1R16B,-0.38,0.412
B3GNT5,0.141,-0.707
PPP1R16A,-0.135,-0.194
B3GNT4,0.628,-0.438
B3GNT7,0.156,-0.253
B3GNT6,0.058,0.075
EFCAB1,0.705,-0.613
B3GNT1,0.209,-0.736
C10orf46,0.264,-0.706
C17ORF106,0.465,-0.586
C10orf62,0.149,0.246
UST,-0.304,0.428
RP11-195F19.5,-0.368,0.492
ATAD2,-0.863,-0.083
ATAD5,-0.552,-0.048
ATAD1,-0.586,0.436
KIAA2022,-0.146,-0.672
SMC1A,-0.702,0.483
C10orf57,-0.305,-0.521
C10orf54,0.16,-0.333
LGR6,0.142,0.496
LGR4,-0.191,-0.634
C10orf68,-0.539,-0.075
C10orf67,-0.244,-0.447
TPP1,-0.06,-0.516
TPP2,-0.439,0.675
NCKIPSD,-0.836,0.301
PPP1R14C,-0.205,-0.572
PPP1R14B,-0.407,-0.529
FAM149A,0.671,-0.574
RIMBP3,0.068,-0.703
RIMBP2,0.77,-0.371
DYNLT3,-0.279,-0.225
C10orf79,0.079,-0.451
STOM,0.204,-0.739
PPP1R15B,-0.781,0.107
FAM148C,0.771,-0.531
PPP1R12B,-0.691,0.413
SPRR2G,0.332,-0.802
C10orf97,-0.751,0.183
SPRR2E,0.321,0.441
TPM1,-0.265,-0.717
C10orf92,-0.155,0.074
TPM3,0.308,-0.8
DDHD2,-0.954,0.106
RGS10,0.288,-0.758
DDHD1,-0.718,0.123
RGS12,0.021,-0.263
RGS19,0.062,-0.72
RGS18,0.353,-0.651
RGS16,-0.396,0.255
RGS14,0.093,-0.861
GSG1,0.873,-0.272
RGS22,0.332,-0.739
RGS20,0.717,-0.481
SRFBP1,-0.893,0.036
CKS2,-0.671,-0.05
VPRBP,-0.833,0.08
RP5-1068E13.3,0.02,0.801
PPAPDC3,-0.67,0.23
PCBD2,0.102,-0.545
PCBD1,0.504,-0.758
TMIE,0.705,-0.239
DOC2A,0.325,-0.751
RCC2,-0.816,0.359
LOC100289600,-0.006,-0.952
FAM19A2,-0.414,0.432
MYBL1,-0.306,-0.118
FAM19A1,0.647,-0.474
RCC1,-0.249,0.577
FAM19A3,-0.194,0.627
DUSP18,0.745,-0.273
DUSP13,0.705,-0.571
KAL1,0.624,-0.486
ALDH4A1,0.54,-0.525
CYP46A1,0.673,-0.406
IGFL4,-0.434,0.594
UBE2CBP,0.111,-0.379
DUSP23,0.607,-0.102
DUSP22,-0.172,-0.159
DUSP27,0.589,-0.231
CDC42BPA,-0.831,0.26
IGFL2,-0.601,0.053
EVI1,0.007,-0.74
EVI5,-0.554,-0.567
IL1RAP,-0.397,0.588
BHLHE41,-0.778,0.302
SDK2,0.762,-0.438
SDK1,0.567,0.43
IGFN1,0.542,-0.553
PLXDC1,-0.696,0.459
PLXDC2,0.193,-0.503
FATE1,0.185,0.319
ABHD8,-0.413,-0.36
ABHD6,-0.689,0.03
ABHD4,0.619,-0.176
ABHD3,-0.309,0.031
DPYS,0.214,-0.561
AZIN1,-0.028,-0.661
ABHD2,-0.241,-0.844
ABHD1,-0.134,-0.753
AK3L1,0.645,-0.604
DDX19B,-0.341,0.322
PKD2,-0.739,-0.076
PKD1,-0.324,0.737
AC110814.1,-0.633,-0.186
CRNDE,0.293,-0.555
DUSP5P,0.705,-0.094
SDHA,-0.787,0.324
CNTF,0.216,0.703
LOC643750,0.756,0.211
SDHC,-0.662,0.089
AMOT,0.211,-0.591
SLFN11,-0.621,-0.355
DPYD,0.149,-0.824
MPZL3,-0.057,0.789
GNA14,-0.797,-0.263
GNA15,0.252,-0.276
RP11-14N7.2,0.653,-0.245
GNA12,0.466,-0.404
HISPPD1,-0.853,0.085
PACSIN1,0.009,-0.708
PACSIN3,-0.741,0.248
PACSIN2,-0.765,-0.153
COCH,0.382,-0.752
RCL1,-0.877,0.074
TM4SF18,-0.509,0.009
LOC100128737,0.185,-0.713
CXXC4,0.212,-0.677
PRUNE2,-0.331,-0.271
THSD7B,0.499,-0.32
THSD7A,-0.479,-0.06
THSD4,-0.677,0.352
MILR1,0.656,-0.538
E2F1,-0.185,-0.135
E2F3,0.543,-0.472
E2F5,0.04,-0.868
E2F6,-0.815,-0.323
SDC3,0.714,0.032
SH2D4A,0.372,0.048
SSBP4,-0.067,-0.749
SSBP3,-0.207,0.464
SSBP2,0.02,0.318
SSBP1,-0.194,-0.694
RP11-29H23.1,0.382,-0.224
LYPD6B,0.343,-0.452
LOC100128760,0.204,-0.692
HBG1,0.8,-0.383
ZFPM2,-0.633,0.353
HBG2,0.853,-0.144
APPBP2,-0.383,0.417
TMC8,0.231,-0.673
AC034193.5,-0.543,0.039
TMC5,0.76,0.168
HBE1,0.668,-0.279
RCN3,-0.542,0.374
RCN1,-0.035,-0.759
RCN2,-0.048,-0.768
GPR125,0.39,-0.726
GPR124,-0.588,0.33
GPR120,0.544,-0.346
HS2ST1,0.141,-0.733
PELI3,-0.628,0.324
LOC100132705,-0.262,-0.183
VEGFA,-0.671,-0.002
HARS,-0.655,-0.218
RP11-561O23.6,0.59,-0.238
HAS3,-0.096,0.687
SUDS3,-0.219,0.012
TMX2,-0.877,-0.215
RBP5,0.46,0.419
RBP4,0.508,-0.786
RBP1,0.262,-0.345
TMX4,-0.759,-0.31
STK17B,0.607,-0.538
HOXB13,-0.127,0.116
OAS1,-0.045,-0.412
STK17A,0.633,-0.522
GPR143,0.444,-0.674
CRMP1,0.236,-0.636
AMD1,-0.805,0.365
GPR156,0.081,0.385
GPR155,0.028,-0.333
PELI1,0.053,-0.806
